term	ttf	df
impression 	39899726	5998065
thoroughly 	39878133	5349177
wilhelm 	39877390	2857285
zich 	39876848	254145
394 	39876088	6421442
konnten 	39871447	1621178
stephen 	39865457	3739507
taste 	39862931	4356789
personne 	39861741	1653972
389 	39839147	6579001
struck 	39824364	4684216
inhabitants 	39820911	3845820
perfectly 	39820656	4957847
harbor 	39807622	2671546
glad 	39807609	4165993
colony 	39796875	3013294
mille 	39791653	2557987
shaped 	39787150	4563570
映 	39783213	1001463
o'clock 	39771644	3027472
architecture 	39769684	3338107
robinson 	39767761	4013905
seeking 	39766728	5343348
ity 	39755600	4935568
essentially 	39754095	5476674
donald 	39750765	3330465
bem 	39746046	1062365
pat 	39738860	4542654
goal 	39712144	4658511
尾 	39699847	1041207
drama 	39698349	3901525
unemployment 	39683198	1935036
違 	39678749	771238
疑 	39676054	1040631
benjamin 	39672183	4087437
даже 	39669776	547026
396 	39669049	6408048
replied 	39667433	3383243
archives 	39632716	3334302
adding 	39629005	5728235
398 	39615371	6352609
激 	39611316	1065303
不是 	39603695	472245
權 	39598644	576175
2.6 	39595474	3386240
dna 	39587081	985967
i'll 	39586531	2921401
peuple 	39566136	1520542
409 	39549595	6276625
currently 	39542557	3749559
stesso 	39531588	557362
lors 	39523934	1960347
choose 	39523510	5633691
witnesses 	39519859	2994537
ма 	39516050	759420
bringing 	39512293	6114126
际 	39492603	329316
bernard 	39492373	4366530
yields 	39491167	3639879
wel 	39484983	3478813
warren 	39478748	3553035
quant 	39475836	2069952
aim 	39462985	5974757
bisher 	39455263	1691785
hen 	39453718	4586559
passes 	39449519	6108166
nuestra 	39435533	1132051
painting 	39412383	3480165
enforcement 	39405672	2696639
拉 	39401407	754807
render 	39369121	5372212
interesse 	39368078	3009617
prayer 	39367971	3129849
moon 	39362833	3995456
wants 	39360610	4852397
allerdings 	39360067	1506608
aurait 	39357166	1441100
worthy 	39353195	5061809
runs 	39335300	5586621
diet 	39334669	3335452
旅 	39333254	1006543
vient 	39328244	1733789
1500 	39327241	5386807
plays 	39323090	4732769
concerns 	39304447	5140023
plastic 	39298471	2989400
amor 	39297024	2552313
climate 	39269525	4377500
tierra 	39257627	1347288
artificial 	39256146	5202454
instant 	39255216	4722316
metropolitan 	39250478	3211053
madison 	39247917	3060211
honour 	39235455	2547034
answers 	39234588	4906544
nc 	39225227	2991515
joy 	39218930	4283276
423 	39200551	6190253
revealed 	39194255	5326657
transformation 	39191150	4385137
importante 	39183551	2676364
gab 	39155062	2035638
習 	39154215	788810
dame 	39129543	3847264
unserer 	39122047	1635888
membres 	39105023	1489298
gordon 	39092597	3953000
meer 	39084523	1664032
折 	39083852	1053571
teach 	39080000	4456408
nehmen 	39060512	1685043
ui 	39047412	4583495
mains 	39033966	3668510
413 	39011722	6274848
511 	39006580	5433227
gram 	38999681	4725628
gulf 	38990392	3411925
strategy 	38989359	3061749
sensitive 	38972013	4781273
wit 	38943723	4757353
differential 	38909334	2959722
424 	38905809	6158550
alte 	38879455	2729823
coefficient 	38870771	2039024
seeds 	38858496	3327532
absolutely 	38854623	5104249
tl 	38849355	4675832
feu 	38827925	2290655
skill 	38825664	5059582
某 	38775271	892635
lequel 	38733992	1631626
seal 	38730851	3912684
proposals 	38685434	3417494
flower 	38667724	3713200
suffered 	38662099	5147902
adam 	38656267	4681325
disposal 	38588779	4356176
contemporary 	38574483	3963345
quick 	38568993	5490760
ani 	38566479	4515303
situations 	38547640	5231449
begun 	38535999	6033081
beneath 	38479328	4462786
כל 	38458808	82973
nelson 	38451318	3780763
こう 	38445974	411389
dich 	38432115	1289998
facon 	38431801	1676166
supervision 	38411869	4205907
422 	38404620	6166981
unity 	38352392	4195506
obviously 	38335184	5162528
republica 	38229587	1443257
ross 	38212392	4257291
masses 	38208620	4736158
tie 	38199936	6771569
bldg 	38183742	1021406
gained 	38168123	5843777
dist 	38157385	1506758
developments 	38112745	4460991
jag 	38103771	563787
looks 	38065016	5282506
ueber 	37882491	1290284
lc 	37812638	2564499
倉 	37718451	712304
年の 	37655084	449354
企業 	37597799	315495
ו 	37475669	90452
untersuchungen 	37426414	1732305
shaft 	37423128	2010448
んな 	37237796	422854
mounted 	37232684	3617940
0.7 	37168687	2465537
なけ 	37071627	432694
さる 	37048030	442782
卞 	37044732	495195
はそ 	37011480	448157
かけ 	36957111	452803
ही 	36933060	82030
przez 	36911068	163873
検 	36786438	483560
のあ 	36781913	463741
ku 	36747983	2687535
cho 	36728148	2919202
pol 	36726361	3938994
產 	36544317	439709
droits 	36539208	1427185
rats 	36530934	2232751
貸 	36466491	588333
asst 	36460850	663989
めた 	36447735	454933
民族 	36445239	597984
隆 	36433311	918099
创 	36346542	447947
sto 	36274982	2779541
diffusion 	36220420	2733606
4.0 	36173200	2738690
cia 	36154726	2748677
俊 	36127248	869323
atque 	36073174	1129355
него 	36050290	564432
負 	36026394	733473
一二 	35955175	879018
監 	35908501	695129
genre 	35821289	2341299
stem 	35759295	4086192
使用 	35739207	766745
engines 	35678246	2290337
二月 	35666992	778706
445 	35663983	5564514
coun 	35613891	4033523
environ 	35598843	3147497
acad 	35596610	1985513
节 	35584817	429495
newspaper 	35574858	3557420
steady 	35530764	4539067
всего 	35478364	504317
ging 	35445295	2465994
measuring 	35416428	3996922
525 	35384214	5126198
pg 	35358748	1491693
filter 	35299989	2154666
marshall 	35282717	3501323
bath 	35263479	3655273
covers 	35249395	5022553
eat 	35198268	4409038
villa 	35190922	3314160
furent 	35176582	1249028
conviction 	35125002	4115326
l'art 	34914321	1495421
אין 	34835613	75479
accomplished 	34704193	5269903
normally 	34612153	4099691
그 	34581141	54710
ゐ 	34329707	171099
fich 	34006364	261825
おり 	33740740	403013
ls 	33357070	3939050
の大 	33328551	415094
applicant 	33322735	1442978
u.s.a 	33213187	2159339
ep 	33071846	2723018
すれ 	33019005	427064
heeft 	33016104	176073
款 	32995481	576311
湾 	32991676	688459
一月 	32917515	725965
tipo 	32916157	1272068
seront 	32849326	1268839
centro 	32767544	1899821
есть 	32754455	459021
alto 	32753206	3518892
释 	32647897	427143
enfants 	32638483	1226849
publico 	32578478	1414531
materia 	32514543	2374971
beau 	32358581	2819353
540 	32348047	4505249
rod 	32328592	3407682
ausser 	32251906	1398935
einfluss 	32201351	1424420
nahe 	32107590	1449407
mucho 	32092158	913915
chronic 	32084136	2019776
俗 	32083743	832438
quem 	31944022	1225384
philosophie 	31940364	1660747
419 	31905654	5121095
len 	31899808	3504154
annually 	31820873	3583130
besteht 	31804378	1290203
serving 	31777653	4479639
inferior 	31610402	4313799
occasionally 	31279819	4388821
あろ 	30499883	315838
もっ 	30165876	347844
tamen 	30139664	797873
酸 	29994016	638428
験 	29957636	438250
ini 	29885301	3010110
carriers 	29855563	1868900
verlag 	29839601	1978485
號 	29571297	368316
つけ 	29556921	368405
宅 	29531362	738624
はか 	29334057	378640
cons 	29226095	2956185
況 	29210127	539357
国民 	29180508	388217
receipt 	29145598	2639669
stars 	29128834	2603320
тем 	29127966	484503
butter 	29104906	2403653
途 	29079439	820862
505 	29065739	4096884
cooperative 	29003887	2362891
richmond 	28978024	2277739
确 	28919544	360748
sociale 	28906142	1307656
currency 	28904025	2099182
470 	28888339	4405686
refuse 	28857616	4041342
tennessee 	28826768	1952501
转 	28750304	354939
produits 	28715125	980625
kentucky 	28706712	1926763
sagt 	28689408	1205444
illustrations 	28675712	3326442
driving 	28659141	3448263
ridge 	28624688	2481619
reihe 	28620636	1351963
zugleich 	28530938	1226004
kon 	28491287	2040880
lien 	28471540	2172533
tower 	28411830	2815947
probleme 	28314268	1783278
morgan 	28314213	2683931
anders 	28287656	1761722
siege 	27169960	2192127
拾 	27019433	597689
ej 	26791853	1435038
らに 	26333702	333821
単 	26293516	406934
pela 	26230985	460017
みる 	26194922	328926
刑 	26185539	616144
adv 	26153775	948521
ォ 	26121042	379290
大き 	26032880	326245
团 	26010312	271584
comp 	26008122	2192866
meter 	25992905	2536580
nueva 	25990777	963204
455 	25972891	3987287
nog 	25960711	544010
沙 	25951281	654316
ok 	25908478	2506150
にて 	25899537	324411
allfieldsProper:1999 	25875373	1037817
allfields:1999 	25875373	1037817
baron 	25860841	2476397
alaska 	25799665	1412532
analyse 	25765532	2194854
wirkung 	25757061	1064500
responses 	25741292	2097191
collective 	25683714	2453752
abuse 	25660867	2650863
всех 	25647274	314368
spectra 	25640371	620279
mathematics 	25634675	1838197
dance 	25620713	3043270
johann 	25581864	1299187
quid 	25576116	1225129
nova 	25448196	2286593
433 	25399114	4068442
zij 	25391868	195344
sustained 	25374196	3068328
reducing 	25346212	3300789
furnish 	25338883	2876890
belonging 	25319321	3322000
gehen 	25289048	1130311
inf 	25264885	1120587
classical 	25096599	2557416
deshalb 	24978802	992152
ל 	24176871	53826
yn 	24068181	855547
ック 	23507384	282340
premiums 	23396595	773161
bibl 	23296751	566563
ット 	23216708	293007
のを 	23069365	303527
犯 	22885285	581526
ы 	22877364	568702
mont 	22652274	2377060
tableau 	22594805	1124401
geological 	22508233	1292029
particle 	22507798	1247512
4.2 	22473057	2122644
球 	22415400	591149
そし 	22380829	269278
plaintiffs 	22378844	352093
eds 	22343077	1386530
兼 	22324972	588244
employers 	22302626	1418057
难 	22272350	321780
431 	22256388	3556688
hamburg 	22063773	1694009
assumption 	21846738	2826397
規定 	21046810	258279
اين 	20304594	146418
該 	20167670	338010
スル 	20124388	173736
तो 	20073571	45257
lois 	19737511	1237254
以下 	19700471	496702
coverage 	19698897	1289007
uu 	19675099	1477033
はこ 	19660418	252837
tariff 	19632525	825895
現在 	19575184	348476
皮 	19526523	519555
provincia 	19500726	801107
の方 	19496419	251921
brick 	19483366	1659677
minn 	19479345	771837
nuevo 	19453528	729298
2.8 	19446747	1654565
ここ 	19352986	254310
l'eau 	19274225	719565
automobile 	19265276	1345546
やう 	19159200	165464
ther 	19093668	2358539
identity 	19004488	2212637
egg 	18982071	1626656
fly 	18947046	2240722
fox 	18938955	2115637
essa 	18927877	535115
rendre 	18925693	821350
liebe 	18918999	707194
奏 	18884709	462080
visited 	18719079	2328937
است 	16854365	55696
职 	16633213	172601
処 	16524124	197347
0.9 	16410193	1127666
allfields:ucsd 	16309363	467594
allfieldsProper:ucsd 	16309275	467591
laser 	16296118	436154
阪 	16295786	282875
両 	16279893	224228
entonces 	16258867	437897
进行 	16253016	89188
艺 	16242216	152159
対し 	16235061	163913
国の 	16215542	173666
brasil 	16200805	486673
kaiser 	16189385	1073974
theil 	16109688	405593
navigation 	16098290	1264813
らか 	16081553	209343
paying 	16050111	1989075
429 	16014731	2567073
manera 	16012645	480332
су 	15978925	301380
sl 	15937184	1724595
盟 	15890719	392736
folgende 	15818566	693324
2.7 	15782723	1374111
bought 	15738042	1861349
stellung 	15733010	746834
禁 	15729175	440196
quiet 	15691298	1876622
5.0 	15686299	1159482
irrigation 	15541359	867952
lakes 	15488086	1290170
hosp 	14931616	169993
geb 	14440177	378874
عا 	13738610	90655
chambre 	13335109	564500
dividends 	13312630	573323
仏 	13260663	230511
меня 	13204988	143398
唯 	13171873	362913
louisiana 	13153037	857252
聖 	13077825	261297
哲 	13061150	304020
h.r 	13014185	297137
ティ 	13013105	133032
allfields:20170221 	13005267	16469
allfieldsProper:20170221 	13005267	16469
417 	13004029	2116684
划 	12986043	166385
diego 	12946398	1040249
portland 	12903924	888882
街 	12867655	346827
ancora 	12862636	256217
フラ 	12849967	155180
mos 	12835992	1304680
secondo 	12788032	248441
fleet 	12746615	986594
劳 	12715512	135573
ва 	12714887	268576
amino 	12714222	318659
427 	12712620	2069172
改革 	12709787	204885
octobre 	12699533	448037
nerve 	12689213	796588
allfields:ucbk 	12672315	259511
allfieldsProper:ucbk 	12672315	259511
せら 	12664116	156289
septembre 	12660638	471024
標 	12656434	261738
3.4 	12649614	1156164
lectures 	12616831	1332425
identify 	12606896	1626871
dispute 	12513935	1434123
marz 	12496049	458444
completion 	12461179	1634219
zeigen 	12457600	549174
ра 	12435218	276443
wait 	12351383	1697273
interval 	12021305	1322838
rust 	11574528	573890
a01 	10975748	42505
pap 	10379277	385521
εισ 	10215993	28743
κ 	10142927	46611
hos 	9985374	954229
録 	9970710	159860
鶴 	9970379	187987
pop 	9878341	814963
雕 	9876851	157026
姓 	9871201	243238
賞 	9815467	171524
法律 	9793135	167322
desarrollo 	9770475	251722
न 	9756874	26635
cua 	9721747	248343
475 	9691808	1472192
नहीं 	9683023	18072
questi 	9680671	162203
incident 	9663891	1257826
statutory 	9660205	488656
審 	9659385	201336
pittsburgh 	9648822	547019
heinrich 	9639123	598135
wonder 	9619405	1152660
kinder 	9611915	589808
土地 	9605463	216997
觀 	9604363	132184
roof 	9598668	1047240
426 	9596905	1515763
うの 	9566800	115471
橋 	9556577	190205
clothing 	9553930	1022138
428 	9540122	1515769
有一 	9522748	161137
要求 	9518793	190192
满 	9505329	157702
boden 	9480222	476337
dutch 	9475769	836345
かも 	9452749	125284
ig 	9430316	1162559
射 	9411321	260836
lichen 	9398133	554466
zoo 	9366896	710380
4.1 	9361138	944531
mol 	9316528	611106
の他 	9214439	118296
pleasant 	8995370	1044579
ih 	8991058	977004
丄 	7517281	90045
tip 	7115284	697791
rn 	7062922	631184
thence 	7042922	466198
dep 	6946881	297224
gaz 	6913197	255612
汉 	6823984	70144
etude 	6804729	366368
recording 	6761640	745082
证 	6759421	58751
楽 	6693251	96328
belgium 	6679103	436795
kgm 	6665221	19061
2007 	6642931	231514
旨 	6631577	174903
مي 	6616150	51570
decreto 	6602431	194134
कि 	6559128	14737
bred 	6536377	421924
با 	6502874	57129
ゥ 	6502303	77993
3.00 	6493735	374685
437 	6490200	1019470
籍 	6486886	173830
bt 	6469889	460879
ใน 	6463305	7044
fevrier 	6458210	226335
ov 	6442399	616172
gang 	6423308	649808
toi 	6418271	417094
customers 	6415623	465012
およ 	6412517	77310
dl 	6409537	543814
operative 	6403729	592052
談 	6401577	130214
buffalo 	6383961	470040
載 	6379947	140401
declare 	6373065	798920
paulo 	6370857	314691
describes 	6369536	839641
wert 	6366910	358663
pb 	6363558	313333
利用 	6361331	145095
paises 	6359178	171209
itu 	6337826	148986
moisture 	6330064	414952
困 	6323681	175230
rm 	6317170	539866
会社 	6306351	69657
να 	6304377	16637
rough 	6301178	923367
征 	6297049	151264
探 	6284682	174758
雅 	6275094	157132
ubrigen 	6269821	270532
lond 	6262617	184848
银 	6256840	89578
haec 	6214534	158186
trend 	6202450	734943
雲 	6199254	131639
kl 	6198108	532276
recover 	6191715	653145
vater 	6181636	279880
cylinder 	6168511	334949
なし 	6141366	82974
mod 	6127094	588443
誌 	6116935	118764
sine 	6099336	621355
うち 	6093523	79295
pm 	6074946	484248
afternoon 	5991685	635645
confined 	5969482	879618
ت 	3560664	30718
平成 	3558548	16756
织 	3458244	30639
allfieldsProper:njp 	3432039	49143
allfields:njp 	3432039	49143
imported 	3423575	287384
trading 	3411660	272951
phil 	3406843	324473
sd 	3403730	224463
ог 	3403443	60075
comm 	3397990	219104
bat 	3397090	437201
trip 	3388180	362933
tit 	3374051	317205
fy 	3371621	194950
阶 	3366383	29266
eso 	3364069	158068
512 	3362097	481324
s.a 	3359729	178005
הוא 	3357083	7412
该 	3354497	41031
地区 	3353768	40059
sb 	3349855	233766
utah 	3345943	189466
内容 	3337628	65635
械 	3322683	86322
pta 	3321932	49240
全国 	3321696	48859
a2 	3316736	227106
verso 	3312489	155444
eg 	3309931	288660
备 	3308381	44555
黑 	3304575	68356
シテ 	3304053	31752
dello 	3303185	80190
segundo 	3302144	129676
戰 	3300587	48286
cultura 	3297929	151680
sire 	3296670	194651
生産 	3295156	38351
众 	3294112	34644
救 	3293908	93177
胡 	3289501	81532
ω 	3288453	13367
crude 	3283135	323649
suspension 	3282716	359632
latest 	3282369	455372
deve 	3281831	207806
allfields:20190826 	3279892	10802
allfieldsProper:20190826 	3279892	10802
comite 	3275141	157765
希 	3275055	95430
рис 	3273797	30071
伯 	3273584	86323
奇 	3269238	94684
朱 	3267008	80527
การ 	3241999	3114
京都 	3234859	54323
第四 	3233610	76536
値 	3229976	56947
434 	3215110	506493
mb 	3213711	202223
די 	3212932	7291
leather 	3209998	261180
lon 	3190856	409962
legge 	3189364	72394
sogar 	3174761	134805
halten 	3163426	147097
henri 	3161618	247272
杜 	3159565	62473
jede 	3157250	147267
און 	3156337	4261
faits 	3151716	140691
halt 	3143947	347236
jews 	3143086	168458
734 	3140740	269021
assoc 	3140457	131748
dogs 	3138644	262826
เปน 	3132138	3050
darf 	3131842	138198
εε 	3131194	5933
endlich 	3124471	125835
discipline 	3123342	406695
daruber 	3118941	136262
arbeiten 	3115505	147113
